date,client,currency,bank_side,value
2026-02-24,legal,USD,sell,503.5
2026-02-25,legal,USD,sell,506.2
2026-02-26,legal,USD,sell,503.9
2026-02-27,legal,USD,sell,502.6
2026-02-28,legal,USD,sell,508.0
2026-03-02,legal,USD,sell,502.55
2026-03-03,legal,USD,sell,504.9
2026-03-04,legal,USD,sell,501.0
2026-03-05,legal,USD,sell,497.6
2026-03-06,legal,USD,sell,498.3
2026-03-09,legal,USD,sell,498.5
2026-03-10,legal,USD,sell,491.3
2026-03-11,legal,USD,sell,495.5
2026-03-12,legal,USD,sell,494.8
2026-03-13,legal,USD,sell,494.1
2026-03-16,legal,USD,sell,487.5
2026-03-17,legal,USD,sell,486.45
2026-03-18,legal,USD,sell,487.1
2026-03-19,legal,USD,sell,485.3
2026-03-20,legal,USD,sell,485.1
2026-03-23,legal,USD,sell,485.15
2026-03-24,legal,USD,sell,485.15
2026-03-25,legal,USD,sell,485.15
2026-03-26,legal,USD,sell,486.2
2026-03-27,legal,USD,sell,488.7
2026-03-30,legal,USD,sell,485.3
2026-03-31,legal,USD,sell,481.2
2026-04-01,legal,USD,sell,478.95
2026-04-02,legal,USD,sell,477.15
2026-04-03,legal,USD,sell,474.35
2026-04-06,legal,USD,sell,466.1
2026-04-07,legal,USD,sell,472.7
2026-04-08,legal,USD,sell,482.8
2026-04-09,legal,USD,sell,481.25
2026-04-10,legal,USD,sell,478.0
2026-04-13,legal,USD,sell,480.7
2026-04-14,legal,USD,sell,480.7
2026-04-15,legal,USD,sell,478.2
2026-04-16,legal,USD,sell,475.65
2026-04-17,legal,USD,sell,473.2
2026-04-18,legal,USD,sell,474.0
2026-04-20,legal,USD,sell,471.7
2026-04-21,legal,USD,sell,469.25
2026-04-22,legal,USD,sell,468.0
2026-04-23,legal,USD,sell,469.65
2026-04-24,legal,USD,sell,469.25
2026-04-27,legal,USD,sell,462.9
2026-04-28,legal,USD,sell,463.4
2026-04-29,legal,USD,sell,467.9
2026-05-04,legal,USD,sell,469.6
2026-05-05,legal,USD,sell,469.15
2026-05-06,legal,USD,sell,467.7
2026-05-07,legal,USD,sell,467.7
2026-05-08,legal,USD,sell,468.5
2026-05-11,legal,USD,sell,468.5
2026-05-12,legal,USD,sell,470.2
2026-05-13,legal,USD,sell,474.5
2026-05-14,legal,USD,sell,477.7
2026-05-15,legal,USD,sell,473.3
2026-05-18,legal,USD,sell,473.3
2026-05-19,legal,USD,sell,477.0
2026-05-20,legal,USD,sell,477.3
2026-05-21,legal,USD,sell,474.6
2026-05-22,legal,USD,sell,477.5
2026-05-25,legal,USD,sell,477.5
2026-05-26,legal,USD,sell,485.3
2026-05-27,legal,USD,sell,484.7
2026-05-28,legal,USD,sell,488.75
2026-05-29,legal,USD,sell,493.0
2026-06-01,legal,USD,sell,496.2
2026-06-02,legal,USD,sell,494.9
2026-06-03,legal,USD,sell,491.6
2026-06-04,legal,USD,sell,489.2
2026-06-05,legal,USD,sell,491.0
2026-06-08,legal,USD,sell,491.9
2026-06-09,legal,USD,sell,492.4
2026-06-10,legal,USD,sell,492.9
2026-06-11,legal,USD,sell,492.9
2026-06-12,legal,USD,sell,493.9
2026-06-15,legal,USD,sell,493.85
2026-06-16,legal,USD,sell,492.2
2026-06-17,legal,USD,sell,492.3
2026-06-18,legal,USD,sell,491.7
2026-06-19,legal,USD,sell,492.3
2026-06-22,legal,USD,sell,491.1
2026-06-23,legal,USD,sell,490.75
2026-06-24,legal,USD,sell,490.05
2026-06-25,legal,USD,sell,489.1
2026-06-26,legal,USD,sell,490.2
2026-06-29,legal,USD,sell,487.15
2026-06-30,legal,USD,sell,481.8
2026-07-01,legal,USD,sell,483.0
2026-07-02,legal,USD,sell,478.3
2026-07-03,legal,USD,sell,477.65
2026-07-06,legal,USD,sell,477.65
2026-07-07,legal,USD,sell,475.0
2026-07-08,legal,USD,sell,474.1
2026-07-09,legal,USD,sell,471.9
2026-07-10,legal,USD,sell,480.1
2026-07-13,legal,USD,sell,477.25
2026-07-14,legal,USD,sell,473.5
2026-07-15,legal,USD,sell,477.5
2026-07-16,legal,USD,sell,474.9
2026-07-17,legal,USD,sell,476.2
2026-07-20,legal,USD,sell,474.8
2026-07-21,legal,USD,sell,471.7
2026-07-22,legal,USD,sell,471.6
2026-07-23,legal,USD,sell,474.5
2026-07-24,legal,USD,sell,478.5
2026-07-27,legal,USD,sell,479.5
2026-07-28,legal,USD,sell,481.4
2026-07-29,legal,USD,sell,481.7
2026-07-30,legal,USD,sell,478.7
2026-07-31,legal,USD,sell,479.15
2026-08-03,legal,USD,sell,478.15
2026-08-04,legal,USD,sell,475.0
2026-08-05,legal,USD,sell,472.5
2026-08-06,legal,USD,sell,473.3
2026-08-07,legal,USD,sell,473.3
2026-08-10,legal,USD,sell,471.0
2026-08-11,legal,USD,sell,470.25
2026-08-12,legal,USD,sell,469.1
2026-08-13,legal,USD,sell,469.5
2026-08-14,legal,USD,sell,467.75
2026-08-17,legal,USD,sell,465.4
2026-08-18,legal,USD,sell,466.6
2026-08-19,legal,USD,sell,465.5
2026-08-20,legal,USD,sell,461.55
2026-08-21,legal,USD,sell,463.6
2026-08-24,legal,USD,sell,461.5
2026-08-25,legal,USD,sell,461.95
2026-08-26,legal,USD,sell,464.5
2026-08-27,legal,USD,sell,469.4
2026-08-28,legal,USD,sell,468.35
2026-08-31,legal,USD,sell,464.5
2026-09-01,legal,USD,sell,462.7
2020-01-05,legal,EUR,sell,430.81
2020-01-06,legal,EUR,sell,430.53
2020-01-08,legal,EUR,sell,425.64
2020-01-09,legal,EUR,sell,422.55
2020-01-10,legal,EUR,sell,423.06
2020-01-13,legal,EUR,sell,424.87
2020-01-14,legal,EUR,sell,427.1
2020-01-15,legal,EUR,sell,426.05
2020-01-16,legal,EUR,sell,424.79
2020-01-17,legal,EUR,sell,422.97
2020-01-20,legal,EUR,sell,421.45
2020-01-21,legal,EUR,sell,423.22
2020-01-22,legal,EUR,sell,422.53
2020-01-23,legal,EUR,sell,423.47
2020-01-24,legal,EUR,sell,421.97
2020-01-27,legal,EUR,sell,424.03
2020-01-28,legal,EUR,sell,424.03
2020-01-29,legal,EUR,sell,420.74
2020-01-30,legal,EUR,sell,421.41
2020-01-31,legal,EUR,sell,421.95
2020-02-03,legal,EUR,sell,425.87
2020-02-04,legal,EUR,sell,423.7
2020-02-05,legal,EUR,sell,422.34
2020-02-06,legal,EUR,sell,419.59
2020-02-07,legal,EUR,sell,419.09
2020-02-10,legal,EUR,sell,418.52
2020-02-11,legal,EUR,sell,416.76
2020-02-12,legal,EUR,sell,415.13
2020-02-13,legal,EUR,sell,414.13
2020-02-14,legal,EUR,sell,412.61
2020-02-17,legal,EUR,sell,412.77
2020-02-18,legal,EUR,sell,412.63
2020-02-19,legal,EUR,sell,410.94
2020-02-20,legal,EUR,sell,410.02
2020-02-21,legal,EUR,sell,410.8
2020-02-24,legal,EUR,sell,411.85
2020-02-25,legal,EUR,sell,414.18
2020-02-26,legal,EUR,sell,415.53
2020-02-27,legal,EUR,sell,419.7
2020-02-28,legal,EUR,sell,425.87
2020-03-02,legal,EUR,sell,427.46
2020-03-03,legal,EUR,sell,426.78
2020-03-04,legal,EUR,sell,427.18
2020-03-05,legal,EUR,sell,429.68
2020-03-06,legal,EUR,sell,438.16
2020-03-09,legal,EUR,sell,458.99
2020-03-10,legal,EUR,sell,456.65
2020-03-11,legal,EUR,sell,452.34
2020-03-12,legal,EUR,sell,457.85
2020-03-13,legal,EUR,sell,468.3
2020-03-16,legal,EUR,sell,498.56
2020-03-17,legal,EUR,sell,494.43
2020-03-18,legal,EUR,sell,498.3
2020-03-19,legal,EUR,sell,516.13
2020-03-20,legal,EUR,sell,503.8
2020-03-23,legal,EUR,sell,507.28
2020-03-24,legal,EUR,sell,509.25
2020-03-26,legal,EUR,sell,497.77
2020-03-27,legal,EUR,sell,502.92
2020-03-30,legal,EUR,sell,510.32
2020-03-31,legal,EUR,sell,504.26
2020-04-01,legal,EUR,sell,505.02
2020-04-02,legal,EUR,sell,502.55
2020-04-03,legal,EUR,sell,491.01
2020-04-06,legal,EUR,sell,487.39
2020-04-07,legal,EUR,sell,485.44
2020-04-08,legal,EUR,sell,485.56
2020-04-09,legal,EUR,sell,481.01
2020-04-10,legal,EUR,sell,482.79
2020-04-13,legal,EUR,sell,480.95
2020-04-14,legal,EUR,sell,476.91
2020-04-15,legal,EUR,sell,478.59
2020-04-16,legal,EUR,sell,477.73
2020-04-17,legal,EUR,sell,475.09
2020-04-20,legal,EUR,sell,476.72
2020-04-21,legal,EUR,sell,483.6
2020-04-22,legal,EUR,sell,489.59
2020-04-23,legal,EUR,sell,479.82
2020-04-24,legal,EUR,sell,477.96
2020-04-27,legal,EUR,sell,479.06
2020-04-28,legal,EUR,sell,480.69
2020-04-29,legal,EUR,sell,477.66
2020-04-30,legal,EUR,sell,474.39
2020-05-01,legal,EUR,sell,482.16
2020-05-04,legal,EUR,sell,479.46
2020-05-05,legal,EUR,sell,474.36
2020-05-06,legal,EUR,sell,468.1
2020-05-11,legal,EUR,sell,465.12
2020-05-12,legal,EUR,sell,465.27
2020-05-13,legal,EUR,sell,467.95
2020-05-20,legal,EUR,sell,465.13
2020-05-21,legal,EUR,sell,464.01
2020-05-22,legal,EUR,sell,464.91
2020-05-25,legal,EUR,sell,462.56
2020-05-26,legal,EUR,sell,463.67
2020-05-27,legal,EUR,sell,465.89
2020-05-28,legal,EUR,sell,465.85
2020-06-08,legal,EUR,sell,460.0
2020-06-09,legal,EUR,sell,462.94
2020-06-10,legal,EUR,sell,467.06
2020-06-11,legal,EUR,sell,467.87
2020-06-12,legal,EUR,sell,468.18
2020-06-15,legal,EUR,sell,468.33
2020-06-16,legal,EUR,sell,468.52
2020-06-17,legal,EUR,sell,466.5
2020-06-18,legal,EUR,sell,467.08
2020-06-19,legal,EUR,sell,463.4
2020-06-22,legal,EUR,sell,462.69
2020-06-23,legal,EUR,sell,464.47
2020-06-24,legal,EUR,sell,465.22
2020-06-25,legal,EUR,sell,464.43
2020-06-26,legal,EUR,sell,464.07
2020-06-29,legal,EUR,sell,467.73
2020-06-30,legal,EUR,sell,465.35
2020-07-01,legal,EUR,sell,466.72
2020-07-02,legal,EUR,sell,469.42
2020-07-03,legal,EUR,sell,468.27
2020-07-07,legal,EUR,sell,474.3
2020-07-08,legal,EUR,sell,475.04
2020-07-09,legal,EUR,sell,476.59
2020-07-10,legal,EUR,sell,477.74
2020-07-13,legal,EUR,sell,478.99
2020-07-14,legal,EUR,sell,480.86
2020-07-15,legal,EUR,sell,484.46
2020-07-16,legal,EUR,sell,483.14
2020-07-17,legal,EUR,sell,485.52
2020-07-20,legal,EUR,sell,487.71
2020-07-21,legal,EUR,sell,484.39
2020-07-22,legal,EUR,sell,489.7
2020-07-23,legal,EUR,sell,490.89
2020-07-24,legal,EUR,sell,492.63
2020-07-27,legal,EUR,sell,498.31
2020-07-28,legal,EUR,sell,498.74
2020-07-29,legal,EUR,sell,502.4
2020-07-30,legal,EUR,sell,509.49
2020-08-03,legal,EUR,sell,509.63
2020-08-04,legal,EUR,sell,506.7
2020-08-05,legal,EUR,sell,509.47
2020-08-06,legal,EUR,sell,508.88
2020-08-07,legal,EUR,sell,507.47
2020-08-10,legal,EUR,sell,505.12
2020-08-11,legal,EUR,sell,506.45
2020-08-12,legal,EUR,sell,505.92
2020-08-13,legal,EUR,sell,509.08
2020-08-14,legal,EUR,sell,508.23
2020-08-17,legal,EUR,sell,508.9
2020-08-18,legal,EUR,sell,511.2
2020-08-19,legal,EUR,sell,512.74
2020-08-20,legal,EUR,sell,509.11
2020-08-21,legal,EUR,sell,507.43
2020-08-24,legal,EUR,sell,509.75
2020-08-25,legal,EUR,sell,509.04
2020-08-26,legal,EUR,sell,508.46
2020-08-27,legal,EUR,sell,508.55
2020-08-28,legal,EUR,sell,513.3
2020-09-01,legal,EUR,sell,514.2
2020-09-02,legal,EUR,sell,509.58
2020-09-03,legal,EUR,sell,509.88
2020-09-04,legal,EUR,sell,511.19
2020-09-07,legal,EUR,sell,514.52
2020-09-08,legal,EUR,sell,513.59
2020-09-09,legal,EUR,sell,515.83
2020-09-10,legal,EUR,sell,518.29
2020-09-11,legal,EUR,sell,518.69
2020-09-14,legal,EUR,sell,520.04
2020-09-15,legal,EUR,sell,520.04
2020-09-16,legal,EUR,sell,516.72
2020-09-17,legal,EUR,sell,512.91
2020-09-18,legal,EUR,sell,512.1
2020-09-21,legal,EUR,sell,511.02
2020-09-22,legal,EUR,sell,510.91
2020-09-23,legal,EUR,sell,510.58
2020-09-24,legal,EUR,sell,509.75
2020-09-25,legal,EUR,sell,510.04
2020-09-28,legal,EUR,sell,514.84
2020-09-29,legal,EUR,sell,516.59
2020-09-30,legal,EUR,sell,518.59
2020-10-01,legal,EUR,sell,518.52
2020-10-02,legal,EUR,sell,520.63
2020-10-05,legal,EUR,sell,521.15
2020-10-06,legal,EUR,sell,519.33
2020-10-07,legal,EUR,sell,518.25
2020-10-08,legal,EUR,sell,516.14
2020-10-09,legal,EUR,sell,517.04
2020-10-12,legal,EUR,sell,518.19
2020-10-13,legal,EUR,sell,518.32
2020-10-14,legal,EUR,sell,516.33
2020-10-15,legal,EUR,sell,515.13
2020-10-16,legal,EUR,sell,516.21
2020-10-19,legal,EUR,sell,516.78
2020-10-20,legal,EUR,sell,519.29
2020-10-21,legal,EUR,sell,519.96
2020-10-22,legal,EUR,sell,519.23
2020-10-23,legal,EUR,sell,519.65
2020-10-26,legal,EUR,sell,521.19
2020-10-27,legal,EUR,sell,520.78
2020-10-28,legal,EUR,sell,519.51
2020-10-29,legal,EUR,sell,519.04
2020-10-30,legal,EUR,sell,517.87
2020-11-02,legal,EUR,sell,519.07
2020-11-03,legal,EUR,sell,520.13
2020-11-04,legal,EUR,sell,518.72
2020-11-05,legal,EUR,sell,522.94
2020-11-06,legal,EUR,sell,525.77
2020-11-09,legal,EUR,sell,525.45
2020-11-10,legal,EUR,sell,519.32
2020-11-11,legal,EUR,sell,515.59
2020-11-12,legal,EUR,sell,519.4
2020-11-13,legal,EUR,sell,521.48
2020-11-16,legal,EUR,sell,521.51
2020-11-17,legal,EUR,sell,522.35
2020-11-18,legal,EUR,sell,521.01
2020-11-19,legal,EUR,sell,519.68
2020-11-20,legal,EUR,sell,519.89
2020-11-23,legal,EUR,sell,519.34
2020-11-24,legal,EUR,sell,518.08
2020-11-25,legal,EUR,sell,516.0
2020-11-26,legal,EUR,sell,516.83
2020-11-27,legal,EUR,sell,518.88
2020-11-30,legal,EUR,sell,522.84
2020-12-02,legal,EUR,sell,524.93
2020-12-03,legal,EUR,sell,526.5
2020-12-04,legal,EUR,sell,525.71
2020-12-06,legal,EUR,sell,523.34
2020-12-07,legal,EUR,sell,523.49
2020-12-08,legal,EUR,sell,522.34
2020-12-09,legal,EUR,sell,521.9
2020-12-10,legal,EUR,sell,521.14
2020-12-11,legal,EUR,sell,520.41
2020-12-14,legal,EUR,sell,522.06
2020-12-15,legal,EUR,sell,523.18
2020-12-20,legal,EUR,sell,524.21
2020-12-21,legal,EUR,sell,525.71
2020-12-22,legal,EUR,sell,527.17
2020-12-23,legal,EUR,sell,526.48
2020-12-24,legal,EUR,sell,525.58
2020-12-25,legal,EUR,sell,524.0
2020-12-28,legal,EUR,sell,525.26
2020-12-29,legal,EUR,sell,527.65
2020-12-30,legal,EUR,sell,530.11
2020-12-31,legal,EUR,sell,531.26
2021-01-05,legal,EUR,sell,530.17
2021-01-06,legal,EUR,sell,530.19
2021-01-08,legal,EUR,sell,526.35
2021-01-11,legal,EUR,sell,523.28
2021-01-12,legal,EUR,sell,523.23
2021-01-13,legal,EUR,sell,522.55
2021-01-14,legal,EUR,sell,522.98
2021-01-15,legal,EUR,sell,521.46
2021-01-18,legal,EUR,sell,520.4
2021-01-19,legal,EUR,sell,522.03
2021-01-20,legal,EUR,sell,519.98
2021-01-21,legal,EUR,sell,521.29
2021-01-22,legal,EUR,sell,524.77
2021-01-25,legal,EUR,sell,524.4
2021-01-26,legal,EUR,sell,525.95
2021-01-27,legal,EUR,sell,525.51
2021-01-28,legal,EUR,sell,525.26
2021-01-29,legal,EUR,sell,527.32
2021-02-01,legal,EUR,sell,525.77
2021-02-02,legal,EUR,sell,522.3
2021-02-03,legal,EUR,sell,522.02
2021-02-04,legal,EUR,sell,518.8
2021-02-05,legal,EUR,sell,515.6
2021-02-08,legal,EUR,sell,516.54
2021-02-09,legal,EUR,sell,518.56
2021-02-10,legal,EUR,sell,518.96
2021-02-11,legal,EUR,sell,519.66
2021-02-12,legal,EUR,sell,520.33
2021-02-15,legal,EUR,sell,518.55
2021-02-16,legal,EUR,sell,517.04
2021-02-17,legal,EUR,sell,513.07
2021-02-18,legal,EUR,sell,512.47
2021-02-19,legal,EUR,sell,516.64
2021-02-22,legal,EUR,sell,515.54
2021-02-23,legal,EUR,sell,513.88
2021-02-24,legal,EUR,sell,515.8
2021-02-25,legal,EUR,sell,517.63
2021-02-26,legal,EUR,sell,515.95
2021-03-01,legal,EUR,sell,514.09
2021-03-02,legal,EUR,sell,515.68
2021-03-03,legal,EUR,sell,517.2
2021-03-04,legal,EUR,sell,516.45
2021-03-05,legal,EUR,sell,511.29
2021-03-06,legal,EUR,sell,509.96
2021-03-09,legal,EUR,sell,509.85
2021-03-10,legal,EUR,sell,509.83
2021-03-11,legal,EUR,sell,512.02
2021-03-12,legal,EUR,sell,509.55
2021-03-15,legal,EUR,sell,509.27
2021-03-16,legal,EUR,sell,510.1
2021-03-17,legal,EUR,sell,508.09
2021-03-18,legal,EUR,sell,511.33
2021-03-19,legal,EUR,sell,511.68
2021-03-23,legal,EUR,sell,511.9
2021-03-24,legal,EUR,sell,511.52
2021-03-25,legal,EUR,sell,511.23
2021-03-26,legal,EUR,sell,509.67
2021-03-29,legal,EUR,sell,509.32
2021-03-30,legal,EUR,sell,508.39
2021-03-31,legal,EUR,sell,509.09
2021-04-01,legal,EUR,sell,511.84
2021-04-02,legal,EUR,sell,512.96
2021-04-05,legal,EUR,sell,513.11
2021-04-06,legal,EUR,sell,517.23
2021-04-07,legal,EUR,sell,524.75
2021-04-08,legal,EUR,sell,524.59
2021-04-09,legal,EUR,sell,525.68
2021-04-12,legal,EUR,sell,525.75
2021-04-13,legal,EUR,sell,525.34
2021-04-14,legal,EUR,sell,525.06
2021-04-15,legal,EUR,sell,526.85
2021-04-16,legal,EUR,sell,525.68
2021-04-19,legal,EUR,sell,528.45
2021-04-20,legal,EUR,sell,529.01
2021-04-21,legal,EUR,sell,528.79
2021-04-22,legal,EUR,sell,530.3
2021-04-23,legal,EUR,sell,527.72
2021-04-26,legal,EUR,sell,530.03
2021-04-27,legal,EUR,sell,529.01
2021-04-28,legal,EUR,sell,528.01
2021-04-29,legal,EUR,sell,528.91
2021-04-30,legal,EUR,sell,529.78
2021-05-04,legal,EUR,sell,524.39
2021-05-05,legal,EUR,sell,522.03
2021-05-06,legal,EUR,sell,524.12
2021-05-11,legal,EUR,sell,529.24
2021-05-12,legal,EUR,sell,527.46
2021-05-13,legal,EUR,sell,527.75
2021-05-14,legal,EUR,sell,528.56
2021-05-17,legal,EUR,sell,530.3
2021-05-18,legal,EUR,sell,530.8
2021-05-19,legal,EUR,sell,532.4
2021-05-20,legal,EUR,sell,533.22
2021-05-21,legal,EUR,sell,533.75
2021-05-24,legal,EUR,sell,532.34
2021-05-25,legal,EUR,sell,533.44
2021-05-26,legal,EUR,sell,533.87
2021-05-27,legal,EUR,sell,533.39
2021-05-28,legal,EUR,sell,531.27
2021-05-31,legal,EUR,sell,532.05
2021-06-01,legal,EUR,sell,532.36
2021-06-02,legal,EUR,sell,531.56
2021-06-03,legal,EUR,sell,531.78
2021-06-04,legal,EUR,sell,527.87
2021-06-07,legal,EUR,sell,529.94
2021-06-08,legal,EUR,sell,530.65
2021-06-09,legal,EUR,sell,530.74
2021-06-10,legal,EUR,sell,530.67
2021-06-11,legal,EUR,sell,528.14
2021-06-14,legal,EUR,sell,527.89
2021-06-15,legal,EUR,sell,527.47
2021-06-16,legal,EUR,sell,526.23
2021-06-17,legal,EUR,sell,519.93
2021-06-18,legal,EUR,sell,519.85
2021-06-21,legal,EUR,sell,519.28
2021-06-22,legal,EUR,sell,518.35
2021-06-23,legal,EUR,sell,520.78
2021-06-24,legal,EUR,sell,521.14
2021-06-25,legal,EUR,sell,514.04
2021-06-28,legal,EUR,sell,513.98
2021-06-29,legal,EUR,sell,514.92
2021-06-30,legal,EUR,sell,512.35
2021-07-01,legal,EUR,sell,511.76
2021-07-02,legal,EUR,sell,509.08
2021-07-03,legal,EUR,sell,512.15
2021-07-07,legal,EUR,sell,511.34
2021-07-08,legal,EUR,sell,514.81
2021-07-09,legal,EUR,sell,513.84
2021-07-12,legal,EUR,sell,513.31
2021-07-13,legal,EUR,sell,511.44
2021-07-14,legal,EUR,sell,509.11
2021-07-15,legal,EUR,sell,508.19
2021-07-16,legal,EUR,sell,508.79
2021-07-19,legal,EUR,sell,509.25
2021-07-21,legal,EUR,sell,508.19
2021-07-22,legal,EUR,sell,507.47
2021-07-23,legal,EUR,sell,505.77
2021-07-26,legal,EUR,sell,507.46
2021-07-27,legal,EUR,sell,506.47
2021-07-28,legal,EUR,sell,507.78
2021-07-29,legal,EUR,sell,509.69
2021-07-30,legal,EUR,sell,510.55
2021-08-02,legal,EUR,sell,509.09
2021-08-03,legal,EUR,sell,509.05
2021-08-04,legal,EUR,sell,507.86
2021-08-05,legal,EUR,sell,509.17
2021-08-06,legal,EUR,sell,506.16
2021-08-09,legal,EUR,sell,506.81
2021-08-10,legal,EUR,sell,504.05
2021-08-11,legal,EUR,sell,503.88
2021-08-12,legal,EUR,sell,503.63
2021-08-13,legal,EUR,sell,504.76
2021-08-15,legal,EUR,sell,506.5
2021-08-16,legal,EUR,sell,506.0
2021-08-17,legal,EUR,sell,505.49
2021-08-18,legal,EUR,sell,503.42
2021-08-19,legal,EUR,sell,504.39
2021-08-20,legal,EUR,sell,504.43
2021-08-23,legal,EUR,sell,503.9
2021-08-24,legal,EUR,sell,503.78
2021-08-25,legal,EUR,sell,505.67
2021-08-26,legal,EUR,sell,507.88
2021-08-27,legal,EUR,sell,507.56
2021-08-31,legal,EUR,sell,508.7
2021-09-01,legal,EUR,sell,507.93
2021-09-02,legal,EUR,sell,509.51
2021-09-03,legal,EUR,sell,510.36
2021-09-06,legal,EUR,sell,509.54
2021-09-07,legal,EUR,sell,511.28
2021-09-08,legal,EUR,sell,509.12
2021-09-09,legal,EUR,sell,509.27
2021-09-10,legal,EUR,sell,509.46
2021-09-13,legal,EUR,sell,507.26
2021-09-14,legal,EUR,sell,508.29
2021-09-15,legal,EUR,sell,509.12
2021-09-16,legal,EUR,sell,506.08
2021-09-17,legal,EUR,sell,505.76
2021-09-20,legal,EUR,sell,504.81
2021-09-21,legal,EUR,sell,505.36
2021-09-22,legal,EUR,sell,504.47
2021-09-23,legal,EUR,sell,502.96
2021-09-24,legal,EUR,sell,503.33
2021-09-27,legal,EUR,sell,502.46
2021-09-28,legal,EUR,sell,501.25
2021-09-29,legal,EUR,sell,501.09
2021-09-30,legal,EUR,sell,498.21
2021-10-01,legal,EUR,sell,499.65
2021-10-04,legal,EUR,sell,499.83
2021-10-05,legal,EUR,sell,498.03
2021-10-06,legal,EUR,sell,496.6
2021-10-07,legal,EUR,sell,497.43
2021-10-08,legal,EUR,sell,496.34
2021-10-11,legal,EUR,sell,496.32
2021-10-12,legal,EUR,sell,496.52
2021-10-13,legal,EUR,sell,497.22
2021-10-14,legal,EUR,sell,500.1
2021-10-15,legal,EUR,sell,499.74
2021-10-18,legal,EUR,sell,498.43
2021-10-19,legal,EUR,sell,501.37
2021-10-20,legal,EUR,sell,501.03
2021-10-21,legal,EUR,sell,500.95
2021-10-22,legal,EUR,sell,499.93
2021-10-25,legal,EUR,sell,499.6
2021-10-26,legal,EUR,sell,499.83
2021-10-27,legal,EUR,sell,500.1
2021-10-28,legal,EUR,sell,501.39
2021-10-29,legal,EUR,sell,503.01
2021-11-01,legal,EUR,sell,499.75
2021-11-02,legal,EUR,sell,501.41
2021-11-03,legal,EUR,sell,502.1
2021-11-04,legal,EUR,sell,501.07
2021-11-05,legal,EUR,sell,500.39
2021-11-08,legal,EUR,sell,502.09
2021-11-09,legal,EUR,sell,502.66
2021-11-10,legal,EUR,sell,500.94
2021-11-11,legal,EUR,sell,497.24
2021-11-12,legal,EUR,sell,498.07
2021-11-15,legal,EUR,sell,498.5
2021-11-16,legal,EUR,sell,494.83
2021-11-17,legal,EUR,sell,495.09
2021-11-18,legal,EUR,sell,496.47
2021-11-19,legal,EUR,sell,494.4
2021-11-22,legal,EUR,sell,494.67
2021-11-23,legal,EUR,sell,493.28
2021-11-24,legal,EUR,sell,489.96
2021-11-25,legal,EUR,sell,490.77
2021-11-26,legal,EUR,sell,495.25
2021-11-29,legal,EUR,sell,497.84
2021-11-30,legal,EUR,sell,502.6
2021-12-02,legal,EUR,sell,505.51
2021-12-03,legal,EUR,sell,505.26
2021-12-06,legal,EUR,sell,504.33
2021-12-07,legal,EUR,sell,498.63
2021-12-08,legal,EUR,sell,499.16
2021-12-09,legal,EUR,sell,500.22
2021-12-10,legal,EUR,sell,498.73
2021-12-13,legal,EUR,sell,498.72
2021-12-14,legal,EUR,sell,501.51
2021-12-15,legal,EUR,sell,500.06
2021-12-20,legal,EUR,sell,500.44
2021-12-21,legal,EUR,sell,501.55
2021-12-22,legal,EUR,sell,500.5
2021-12-23,legal,EUR,sell,500.9
2021-12-24,legal,EUR,sell,498.84
2021-12-27,legal,EUR,sell,498.11
2021-12-28,legal,EUR,sell,499.68
2021-12-29,legal,EUR,sell,498.29
2021-12-30,legal,EUR,sell,496.29
2021-12-31,legal,EUR,sell,497.07
2022-01-05,legal,EUR,sell,495.42
2022-01-06,legal,EUR,sell,497.41
2022-01-12,legal,EUR,sell,499.99
2022-01-13,legal,EUR,sell,504.11
2022-01-14,legal,EUR,sell,505.38
2022-01-17,legal,EUR,sell,504.16
2022-01-18,legal,EUR,sell,502.68
2022-01-19,legal,EUR,sell,501.07
2022-01-20,legal,EUR,sell,500.51
2022-01-21,legal,EUR,sell,500.38
2022-01-24,legal,EUR,sell,499.68
2022-01-25,legal,EUR,sell,499.55
2022-01-26,legal,EUR,sell,497.64
2022-01-27,legal,EUR,sell,493.38
2022-01-28,legal,EUR,sell,490.73
2022-01-31,legal,EUR,sell,491.72
2022-02-01,legal,EUR,sell,496.26
2022-02-02,legal,EUR,sell,497.69
2022-02-03,legal,EUR,sell,497.32
2022-02-04,legal,EUR,sell,502.71
2022-02-07,legal,EUR,sell,499.09
2022-02-08,legal,EUR,sell,496.08
2022-02-09,legal,EUR,sell,493.02
2022-02-10,legal,EUR,sell,496.69
2022-02-11,legal,EUR,sell,497.03
2022-02-14,legal,EUR,sell,494.41
2022-02-15,legal,EUR,sell,494.35
2022-02-16,legal,EUR,sell,493.57
2022-02-17,legal,EUR,sell,494.73
2022-02-18,legal,EUR,sell,494.2
2022-02-21,legal,EUR,sell,492.13
2022-02-22,legal,EUR,sell,504.26
2022-02-23,legal,EUR,sell,503.24
2022-02-24,legal,EUR,sell,527.85
2022-02-25,legal,EUR,sell,519.33
2022-02-26,legal,EUR,sell,527.88
2022-02-27,legal,EUR,sell,527.88
2022-02-28,legal,EUR,sell,568.61
2022-03-01,legal,EUR,sell,553.31
2022-03-02,legal,EUR,sell,552.86
2022-03-03,legal,EUR,sell,559.43
2022-03-04,legal,EUR,sell,563.06
2022-03-05,legal,EUR,sell,571.37
2022-03-07,legal,EUR,sell,569.07
2022-03-09,legal,EUR,sell,573.71
2022-03-10,legal,EUR,sell,576.82
